sale_id,date,product_id,contract_id,qty,price,revenue,product_name,category,type,min_price,max_price,is_active,client,contracted_monthly_qty,contracted_price,duration_days,year,month,quarter,week,ym,weekday,total_material_cost,material_cost_total,gross_margin,margin_pct
63,2021-01-31,FAN_STD,CON_6,119,1809,215271,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2021,1,1,4,2021-01,Sunday,88,10472,204799,95.14
64,2024-06-13,EX_CIRC,CON_24,112,2038,228256,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2024,6,2,24,2024-06,Thursday,88,9856,218400,95.68
65,2024-05-21,EX_CIRC,CON_24,117,2318,271206,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2024,5,2,21,2024-05,Tuesday,88,10296,260910,96.2
66,2024-10-09,EX_CIRC,CON_18,130,2774,360620,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2024,10,4,41,2024-10,Wednesday,88,11440,349180,96.83
67,2024-10-09,ESP,CON_10,122,9628,1174616,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2024,10,4,41,2024-10,Wednesday,58,7076,1167540,99.4
68,2022-11-16,BL_CHOP,CON_5,118,2230,263140,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2022,11,4,46,2022-11,Wednesday,39,4602,258538,98.25
69,2023-01-12,SW,CON_3,137,1224,167688,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2023,1,1,2,2023-01,Thursday,76,10412,157276,93.79
70,2023-05-05,EX_FLAT,CON_4,108,1811,195588,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2023,5,2,18,2023-05,Friday,71,7668,187920,96.08
71,2023-10-03,EX_CIRC,CON_18,123,2445,300735,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2023,10,4,40,2023-10,Tuesday,88,10824,289911,96.4
72,2021-03-18,BL_CHOP,CON_5,140,2444,342160,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2021,3,1,11,2021-03,Thursday,39,5460,336700,98.4
73,2021-03-24,MX_IND,CON_8,108,11878,1282824,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2021,3,1,12,2021-03,Wednesday,59,6372,1276452,99.5
74,2023-05-18,AF_75,CON_14,114,6708,764712,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2023,5,2,20,2023-05,Thursday,47,5358,759354,99.3
75,2021-08-31,EX_CIRC,CON_18,101,2709,273609,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2021,8,3,35,2021-08,Tuesday,88,8888,264721,96.75
76,2021-10-31,EX_FLAT,CON_4,112,2138,239456,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_4,96,1878,1826,2021,10,4,43,2021-10,Sunday,71,7952,231504,96.68
77,2023-03-22,MX_IND,CON_8,122,10682,1303204,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2023,3,1,12,2023-03,Wednesday,59,7198,1296006,99.45
78,2023-11-06,EX_CIRC,CON_24,109,2276,248084,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2023,11,4,45,2023-11,Monday,88,9592,238492,96.13
79,2021-02-08,MX_IND,CON_15,114,10078,1148892,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2021,2,1,6,2021-02,Monday,59,6726,1142166,99.41
80,2021-08-15,BL_IND,CON_1,119,5039,599641,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2021,8,3,32,2021-08,Sunday,86,10234,589407,98.29
81,2022-04-02,ESP,CON_10,116,7852,910832,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,4,2,13,2022-04,Saturday,58,6728,904104,99.26
82,2021-01-11,MX_IND,CON_8,139,6152,855128,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2021,1,1,2,2021-01,Monday,59,8201,846927,99.04
83,2021-06-09,EX_CIRC,CON_18,142,2236,317512,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2021,6,2,23,2021-06,Wednesday,88,12496,305016,96.06
84,2024-04-18,BL_CHOP,CON_11,109,1847,201323,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2024,4,2,16,2024-04,Thursday,39,4251,197072,97.89
85,2024-08-20,MX_IND,CON_15,129,11704,1509816,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2024,8,3,34,2024-08,Tuesday,59,7611,1502205,99.5
86,2022-06-04,ESP,CON_10,112,7749,867888,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,6,2,22,2022-06,Saturday,58,6496,861392,99.25
87,2022-08-23,MX_IND,CON_17,112,10014,1121568,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_17,426,10455,1826,2022,8,3,34,2022-08,Tuesday,59,6608,1114960,99.41
88,2024-05-05,BL_CHOP,CON_5,132,2280,300960,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2024,5,2,18,2024-05,Sunday,39,5148,295812,98.29
89,2022-05-02,MX_IND,CON_15,126,10735,1352610,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2022,5,2,18,2022-05,Monday,59,7434,1345176,99.45
90,2024-06-08,ESP,CON_10,98,6837,670026,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2024,6,2,23,2024-06,Saturday,58,5684,664342,99.15
91,2024-05-14,FAN_STD,CON_7,118,2153,254054,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2024,5,2,20,2024-05,Tuesday,88,10384,243670,95.91
92,2023-05-11,EX_CIRC,CON_18,124,2694,334056,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2023,5,2,19,2023-05,Thursday,88,10912,323144,96.73
93,2022-09-05,BL_IND,CON_1,93,6927,644211,Industrial Blender,Industrial,Blender,4000,7000,True,Industrial_Client_1,131,5291,1826,2022,9,3,36,2022-09,Monday,86,7998,636213,98.76
94,2024-11-10,SW,CON_3,98,1625,159250,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2024,11,4,45,2024-11,Sunday,76,7448,151802,95.32
95,2022-11-27,MX_IND,CON_15,113,9952,1124576,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2022,11,4,47,2022-11,Sunday,59,6667,1117909,99.41
96,2024-06-20,FAN_STD,CON_7,131,2240,293440,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_7,455,2528,1826,2024,6,2,25,2024-06,Thursday,88,11528,281912,96.07
97,2022-10-14,AF_75,CON_2,103,9287,956561,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2022,10,4,41,2022-10,Friday,47,4841,951720,99.49
98,2024-06-23,EX_CIRC,CON_24,118,2315,273170,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_24,99,2619,1826,2024,6,2,25,2024-06,Sunday,88,10384,262786,96.2
99,2022-04-23,SW,CON_3,109,1893,206337,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2022,4,2,16,2022-04,Saturday,76,8284,198053,95.99
100,2022-12-08,AF_5,CON_19,119,5704,678776,Air Fryer 5L,Kitchen,AirFryer,4500,6500,True,Industrial_Client_19,152,5296,1826,2022,12,4,49,2022-12,Thursday,74,8806,669970,98.7
101,2022-11-14,EX_FLAT,CON_20,128,1853,237184,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2022,11,4,46,2022-11,Monday,71,9088,228096,96.17
102,2022-10-25,BL_CHOP,CON_5,115,2276,261740,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2022,10,4,43,2022-10,Tuesday,39,4485,257255,98.29
103,2024-05-24,EX_FLAT,CON_20,122,1865,227530,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2024,5,2,21,2024-05,Friday,71,8662,218868,96.19
104,2022-05-19,AF_75,CON_23,139,9381,1303959,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_23,347,9230,1826,2022,5,2,20,2022-05,Thursday,47,6533,1297426,99.5
105,2023-04-06,FAN_STD,CON_6,113,2346,265098,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2023,4,2,14,2023-04,Thursday,88,9944,255154,96.25
106,2024-10-26,AF_75,CON_14,137,8856,1213272,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2024,10,4,43,2024-10,Saturday,47,6439,1206833,99.47
107,2022-08-15,AF_75,CON_2,125,6655,831875,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2022,8,3,33,2022-08,Monday,47,5875,826000,99.29
108,2020-03-07,MX_IND,CON_8,131,7491,981321,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2020,3,1,10,2020-03,Saturday,59,7729,973592,99.21
109,2024-01-15,EX_CIRC,CON_18,124,2116,262384,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2024,1,1,3,2024-01,Monday,88,10912,251472,95.84
110,2023-12-18,BL_CHOP,CON_11,115,2423,278645,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2023,12,4,51,2023-12,Monday,39,4485,274160,98.39
111,2021-09-26,MX_IND,CON_8,123,6256,769488,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_8,131,7119,1826,2021,9,3,38,2021-09,Sunday,59,7257,762231,99.06
112,2022-12-15,AF_75,CON_14,125,7414,926750,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_14,453,9348,1826,2022,12,4,50,2022-12,Thursday,47,5875,920875,99.37
113,2020-05-17,EX_FLAT,CON_20,136,1829,248744,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_20,252,1646,1826,2020,5,2,20,2020-05,Sunday,71,9656,239088,96.12
114,2020-12-21,SW,CON_3,123,1272,156456,Sandwich Maker,Kitchen,Heating,1200,2500,True,Industrial_Client_3,315,1418,1826,2020,12,4,52,2020-12,Monday,76,9348,147108,94.03
115,2024-09-09,BL_CHOP,CON_11,114,2575,293550,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2024,9,3,37,2024-09,Monday,39,4446,289104,98.49
116,2023-05-26,ESP,CON_13,118,9754,1150972,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_13,95,7293,1826,2023,5,2,21,2023-05,Friday,58,6844,1144128,99.41
117,2020-04-19,FAN_STD,CON_6,129,2929,377841,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2020,4,2,16,2020-04,Sunday,88,11352,366489,97.0
118,2021-02-15,FAN_STD,CON_6,118,2069,244142,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2021,2,1,7,2021-02,Monday,88,10384,233758,95.75
119,2024-06-20,EX_FLAT,CON_12,107,2151,230157,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2024,6,2,25,2024-06,Thursday,71,7597,222560,96.7
120,2023-10-08,BL_CHOP,CON_5,125,1811,226375,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_5,454,2453,1826,2023,10,4,40,2023-10,Sunday,39,4875,221500,97.85
121,2020-08-20,EX_CIRC,CON_18,136,2060,280160,Exhaust Circular,Cooling,Exhaust,2000,2800,True,Industrial_Client_18,308,2572,1826,2020,8,3,34,2020-08,Thursday,88,11968,268192,95.73
122,2023-07-07,BL_KIT,CON_9,129,2935,378615,Kitchen Blender,Kitchen,Blender,2500,3500,True,Industrial_Client_9,116,2750,1826,2023,7,3,27,2023-07,Friday,102,13158,365457,96.52
123,2022-11-09,ESP,CON_10,139,7752,1077528,Espresso Machine,Kitchen,Coffee,6000,10000,True,Industrial_Client_10,333,6288,1826,2022,11,4,45,2022-11,Wednesday,58,8062,1069466,99.25
124,2023-10-10,BL_CHOP,CON_11,112,2581,289072,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_11,369,2407,1826,2023,10,4,41,2023-10,Tuesday,39,4368,284704,98.49
125,2023-01-23,MX_IND,CON_15,115,10303,1184845,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2023,1,1,4,2023-01,Monday,59,6785,1178060,99.43
126,2020-07-16,AF_75,CON_2,120,8055,966600,Air Fryer 7.5L,Kitchen,AirFryer,6500,9500,True,Industrial_Client_2,160,8563,1826,2020,7,3,29,2020-07,Thursday,47,5640,960960,99.42
127,2021-07-27,FAN_STD,CON_6,108,2403,259524,Fan,Cooling,Standard,1800,3000,True,Industrial_Client_6,443,2990,1826,2021,7,3,30,2021-07,Tuesday,88,9504,250020,96.34
128,2023-07-07,BL_CHOP,CON_16,113,2584,291992,Chopper Blender,Kitchen,Blender,1800,2600,True,Industrial_Client_16,231,2002,1826,2023,7,3,27,2023-07,Friday,39,4407,287585,98.49
129,2023-09-08,MX_IND,CON_15,119,10798,1284962,Industrial Mixer,Industrial,Mixer,6000,12000,True,Industrial_Client_15,359,10968,1826,2023,9,3,36,2023-09,Friday,59,7021,1277941,99.45
130,2021-07-29,EX_FLAT,CON_12,131,1972,258332,Exhaust Flat,Cooling,Exhaust,1600,2200,True,Industrial_Client_12,432,1633,1826,2021,7,3,30,2021-07,Thursday,71,9301,249031,96.4
